ID,Ten,Mon1,Mon2,Mon3,TongDiem,NV1,NV2
721,LƯƠNG MINH ĐỨC,9.25,8.5,9.75,27.5,1,2
722,BÙI VIỆT ANH,8.25,7.5,6.75,22.5,3,4
723,TRẦN DUY KHIÊM,6.25,9.5,9.75,25.5,3,4
724,LẠI NGỌC CHI,6.25,8.5,9.75,24.5,3,4
725,NGUYỄN HOÀNG HỒNG NGỌC,7.25,6.5,6.75,20.5,2,3
726,ĐỖ DIỆU ANH,8.25,9.5,8.75,26.5,3,4
727,ĐỖ THÙY LINH,9.25,8.5,7.75,25.5,1,2
728,VŨ PHAN THỊNH,7.25,7.5,8.75,23.5,4,5
729,TÔ THỊ PHƯƠNG THẢO,6.25,9.5,9.75,25.5,5,6
730,TRẦN KHÁNH LINH,6.25,7.5,7.75,21.5,4,5
731,ĐẶNG THỊ NGỌC KHÁNH,6.25,8.5,8.75,23.5,1,2
732,ĐỐ NGUYỄN QUANG MINH,8.25,6.5,6.75,21.5,3,4
733,NGUYỄN PHƯƠNG ANH,7.25,6.5,8.75,22.5,4,5
734,LƯƠNG THU HÀ,7.25,6.5,7.75,21.5,2,3
735,PHẠM HOÀNG GIANG,7.25,8.5,7.75,23.5,2,3
736,TỪ THỊ NGỌC ANH,7.25,9.5,6.75,23.5,4,5
737,PHẠM THANH HUYỀN,6.25,8.5,6.75,21.5,1,2
738,ĐỖ PHƯƠNG LINH,6.25,8.5,6.75,21.5,2,3
739,HUỲNH NGỌC SAN,7.25,7.5,8.75,23.5,5,6
740,TÔ PHƯƠNG AN,8.25,8.5,8.75,25.5,3,4
741,VŨ ĐỨC VIỆT,7.25,8.5,7.75,23.5,2,3
742,TRẦN THU TRÀ,8.25,8.5,9.75,26.5,1,2
743,ĐỖ PHƯƠNG TRANG,8.25,9.5,8.75,26.5,3,4
744,LÊ QUỲNH ANH,9.25,6.5,7.75,23.5,3,4
745,ĐINH HỒNG NHUNG,6.25,7.5,8.75,22.5,5,6
746,LÊ THÁI THÙY DUNG,8.25,9.5,8.75,26.5,2,3
747,BÙI BÍCH PHƯƠNG,8.25,8.5,7.75,24.5,3,4
748,NGUYỄN HẢI YẾN,6.25,8.5,7.75,22.5,3,4
749,LÊ HOÀNG ÁI PHƯƠNG,6.25,6.5,8.75,21.5,1,2
750,NGUYỄN MINH NGỌC,8.25,7.5,8.75,24.5,2,3
751,PHẠM HÙNG MẠNH,8.25,6.5,8.75,23.5,5,6
752,NGUYỄN QUANG MINH,8.25,8.5,7.75,24.5,1,2
753,LÊ MINH PHƯƠNG,6.25,6.5,9.75,22.5,2,3
754,NGUYỄN KHÁNH TRÂM,8.25,8.5,6.75,23.5,5,6
755,BÙI THỊ SƠN NỮ,6.25,8.5,6.75,21.5,3,4
756,HOÀNG DIỆU ANH,7.25,9.5,6.75,23.5,3,4
757,BÙI THỊ HUYỀN TRANG,6.25,6.5,8.75,21.5,2,3
758,PHAN ANH TUẤN,6.25,9.5,6.75,22.5,2,3
759,PHẠM MINH NGỌC,7.25,7.5,6.75,21.5,4,5
760,BÙI THỊ KIỀU TRINH,7.25,6.5,9.75,23.5,3,4
761,NGUYỄN QUANG HUY,9.25,8.5,6.75,24.5,3,4
762,PHẠM HOÀNG VIỆT,6.25,9.5,6.75,22.5,3,4
763,NGUYỄN THUÝ QUỲNH,6.25,8.5,6.75,21.5,4,5
764,NGUYỄN THỊ MINH LÊ,9.25,8.5,7.75,25.5,3,4
765,NGUYỄN THU TRANG,6.25,7.5,8.75,22.5,1,2
766,VŨ THỊ NGA,7.25,9.5,6.75,23.5,1,2
767,DƯƠNG PHƯƠNG LINH,6.25,7.5,9.75,23.5,3,4
768,NGÔ QUỲNH HƯƠNG,8.25,9.5,7.75,25.5,3,4
769,TRỊNH QUANG HƯNG,8.25,8.5,8.75,25.5,3,4
770,BÙI BÍCH PHƯƠNG,9.25,8.5,6.75,24.5,2,3
771,NGUYỄN TUẤN QUANG LÂM,6.25,6.5,8.75,21.5,2,3
772,ĐỖ SƠN QUANG,9.25,8.5,7.75,25.5,5,6
773,NGUYỄN THỤC HUYỀN ANH,7.25,8.5,7.75,23.5,2,3
774,KIỀU ĐỨC KHUÊ,7.25,7.5,7.75,22.5,3,4
775,PHẠM NGỌC QUỲNH,6.25,7.5,7.75,21.5,3,4
776,NGUYỄN HẠNH LINH,9.25,7.5,7.75,24.5,4,5
777,NGUYỄN THẢO LINH,7.25,9.5,8.75,25.5,2,3
778,LẠI MINH DUY,7.25,8.5,9.75,25.5,2,3
779,PHÙNG THỊ PHƯƠNG ANH,6.25,7.5,6.75,20.5,3,4
780,LƯƠNG ĐỨC THẮNG,6.25,8.5,7.75,22.5,5,6
781,VŨ MINH HOÀNG,6.25,6.5,8.75,21.5,1,2
782,HOÀNG KIM NGÂN,9.25,7.5,9.75,26.5,2,3
783,HOÀNG PHƯƠNG ANH,9.25,7.5,8.75,25.5,2,3
784,TRƯƠNG PHƯƠNG ANH,6.25,6.5,9.75,22.5,1,2
785,NGUYỄN TUẤN KHÔI,9.25,6.5,6.75,22.5,1,2
786,NGUYỄN MỸ HẠNH,8.25,9.5,7.75,25.5,2,3
787,NGUYỄN THÙY DƯƠNG,6.25,6.5,8.75,21.5,1,2
788,NGUYỄN NGỌC MINH,8.25,7.5,7.75,23.5,1,2
789,NGUYỄN HÙNG VIỆT,8.25,9.5,9.75,27.5,4,5
790,BÙI BÍCH PHƯƠNG,7.25,7.5,9.75,24.5,1,2
791,ĐỖ HUYỀN TRANG,8.25,9.5,8.75,26.5,2,3
792,NGUYỄN PHƯƠNG THUÝ,9.25,8.5,8.75,26.5,4,5
793,LÊ MINH HUYỀN,8.25,8.5,8.75,25.5,2,3
794,VŨ HOÀNG TRUNG,9.25,7.5,8.75,25.5,2,3
795,NGUYỄN QUANG MINH,8.25,6.5,9.75,24.5,2,3
796,LÊ PHƯƠNG ANH,7.25,8.5,8.75,24.5,3,4
797,PHẠM THẢO NGỌC,8.25,6.5,9.75,24.5,3,4
798,NGUYỄN MINH TRANG,7.25,6.5,9.75,23.5,2,3
799,TRẦN THỦY TIÊN,8.25,6.5,8.75,23.5,1,2
800,TRẦN THỊ THÚY HIỀN,6.25,6.5,7.75,20.5,3,4
801,VŨ NGỌC YẾN,9.25,8.5,9.75,27.5,1,2
802,ĐẶNG HOÀNG DƯƠNG,7.25,7.5,7.75,22.5,3,4
803,NGUYỄN THỊ MINH HÒA,6.25,6.5,7.75,20.5,2,3
804,VŨ LÊ THÙY VY,7.25,8.5,8.75,24.5,1,2
805,NGUYỄN TRÀ MY,7.25,9.5,6.75,23.5,4,5
806,LƯƠNG THỊ HÀ TRANG,9.25,8.5,9.75,27.5,2,3
807,BÙI BÍCH PHƯƠNG,8.25,8.5,9.75,26.5,3,4
808,NGUYỄN THÙY LINH,7.25,9.5,9.75,26.5,3,4
809,PHẠM THỊ PHƯƠNG THẢO,6.25,7.5,9.75,23.5,3,4
810,LÊ THẢO PHƯƠNG,6.25,8.5,8.75,23.5,2,3
811,NGUYỄN MINH HUYỀN,9.25,7.5,6.75,23.5,5,6
812,NGUYỄN DUY PHONG,7.25,7.5,8.75,23.5,1,2
813,VŨ THỊ VIỆT HƯƠNG,7.25,9.5,6.75,23.5,2,3
814,LÊ TRẦN HÀ TRANG,8.25,7.5,6.75,22.5,3,4
815,NGUYỄN NGỌC LINH,9.25,7.5,9.75,26.5,1,2
816,PHẠM LAN CHI,7.25,8.5,9.75,25.5,2,3
817,NGUYỄN THẢO MY,9.25,8.5,7.75,25.5,2,3
818,NGUYỄN TRÀ MY,7.25,9.5,8.75,25.5,2,3
819,ĐỖ VI ANH,6.25,7.5,7.75,21.5,5,6
820,NGUYỄN ĐỨC NAM,7.25,6.5,6.75,20.5,1,2
821,NGUYỄN HỒ QUANG TRUNG,6.25,6.5,9.75,22.5,1,2
822,VŨ THỊ QUỲNH VÂN,9.25,9.5,9.75,28.5,4,5
823,PHẠM XUÂN DUY,6.25,9.5,9.75,25.5,3,4
824,DƯƠNG NGỌC KHANH,9.25,8.5,7.75,25.5,2,3
825,VŨ KHÁNH LINH,6.25,6.5,8.75,21.5,4,5
826,LƯƠNG THÙY LINH,8.25,7.5,6.75,22.5,1,2
827,LÊ NGỌC ANH,9.25,6.5,9.75,25.5,5,6
828,TRẦN ANH THƯ,6.25,8.5,7.75,22.5,5,6
829,VŨ HỒNG HẠNH,9.25,9.5,6.75,25.5,2,3
830,PHẠM LONG NHẬT,9.25,8.5,7.75,25.5,5,6
831,NGUYỄN THỊ THU TRANG,6.25,8.5,7.75,22.5,5,6
832,PHẠM HÀ TRANG,8.25,9.5,9.75,27.5,1,2
833,KHUẤT QUỲNH ANH,8.25,7.5,9.75,25.5,5,6
834,NGUYỄN THỊ MINH CHÂU,8.25,8.5,8.75,25.5,1,2
835,TRẦN MINH HOÀNG,8.25,8.5,8.75,25.5,5,6
836,ĐINH TRỌNG DŨNG,7.25,7.5,7.75,22.5,2,3
837,LÊ MAI PHƯƠNG,7.25,9.5,6.75,23.5,3,4
838,PHẠM QUỲNH CHÂU,7.25,6.5,6.75,20.5,1,2
839,TRỊNH THỊ HỒNG,6.25,7.5,7.75,21.5,1,2
840,NGUYỄN NGỌC HỒNG,8.25,9.5,9.75,27.5,1,2
841,VŨ NGUYỄN THỦY TIÊN,9.25,6.5,6.75,22.5,2,3
842,NGUYỄN HUYỀN THƯƠNG,9.25,7.5,9.75,26.5,2,3
843,ĐỖ BẢO NGỌC,8.25,9.5,9.75,27.5,3,4
844,LƯU NHẬT VY,8.25,9.5,8.75,26.5,5,6
845,DƯƠNG KHÁNH LINH,8.25,9.5,8.75,26.5,5,6
846,VŨ THỊ HUYỀN TRANG,6.25,7.5,9.75,23.5,4,5
847,BÙI THỊ THẢO LY,6.25,8.5,9.75,24.5,5,6
848,HOÀNG ANH THƯ,6.25,9.5,9.75,25.5,1,2
849,BÙI THỊ CHINH,8.25,6.5,7.75,22.5,2,3
850,LÊ MINH HẠNH,9.25,7.5,6.75,23.5,1,2
851,TRẦN THỊ PHƯƠNG,6.25,8.5,8.75,23.5,3,4
852,ĐỖ THỊ HÀ THU,9.25,8.5,6.75,24.5,4,5
853,LÊ THÙY ANH,7.25,8.5,6.75,22.5,2,3
854,QUÁCH MINH ANH,8.25,9.5,6.75,24.5,1,2
855,KIM NGÂN,9.25,6.5,9.75,25.5,2,3
856,NGUYỄN THỊ NGỌC ANH,7.25,8.5,7.75,23.5,4,5
857,ĐỖ MAI PHƯƠNG,6.25,9.5,8.75,24.5,1,2
858,NGUYỄN THỊ MINH HUYỀN,9.25,8.5,7.75,25.5,5,6
859,PHẠM THỊ THU TRANG,6.25,6.5,9.75,22.5,3,4
860,NGUYỄN THỊ HƯƠNG GIANG,9.25,6.5,8.75,24.5,4,5
861,NGHIÊM TRUNG KIÊN,6.25,9.5,8.75,24.5,3,4
862,NGUYỄN ĐẶNG NGỌC MAI,7.25,6.5,7.75,21.5,2,3
863,LÊ MINH TUẤN VŨ,8.25,9.5,7.75,25.5,1,2
864,NGUYỄN CÔNG PHƯƠNG MAI,6.25,6.5,8.75,21.5,2,3
865,NGUYỄN NGỌC QUẾ LINH,6.25,7.5,7.75,21.5,1,2
866,LÊ HỒNG ANH,7.25,7.5,6.75,21.5,1,2
867,BÙI THỊ HUỆ,8.25,8.5,6.75,23.5,1,2
868,PHẠM THỊ QUỲNH CHI,8.25,6.5,8.75,23.5,2,3
869,TRẦN THỊ HUYỀN TRANG,6.25,8.5,6.75,21.5,1,2
870,BÙI THỊ NHUNG,9.25,7.5,9.75,26.5,5,6
871,LÊ THỊ LAN PHƯƠNG,9.25,7.5,8.75,25.5,1,2
872,NGUYỄN THỊ NHIÊN,9.25,6.5,7.75,23.5,4,5
873,PHAN LÊ THỤC UYÊN,9.25,7.5,7.75,24.5,5,6
874,NGUYỄN THỊ HẢI LINH,9.25,8.5,7.75,25.5,3,4
875,LÊ THỊ NGỌC BÍCH,6.25,6.5,8.75,21.5,1,2
876,LÊ THỊ MAI ANH,6.25,9.5,9.75,25.5,5,6
877,TẠ DUY ANH,8.25,8.5,8.75,25.5,4,5
878,LÊ DIỆP LINH,8.25,7.5,9.75,25.5,5,6
879,NGUYỄN THANH HUYỀN,7.25,9.5,7.75,24.5,1,2
880,VŨ THỦY TIÊN,6.25,7.5,6.75,20.5,1,2
881,NGUYỄN THU ANH,9.25,8.5,7.75,25.5,1,2
882,NGUYỄN THỊ HỒNG,6.25,8.5,7.75,22.5,5,6
883,NGUYỄN LÊ PHƯƠNG ANH,8.25,7.5,6.75,22.5,2,3
884,PHÙNG THANH NGA,6.25,6.5,6.75,19.5,4,5
885,NGUYỄN THỊ THU HUỆ,8.25,7.5,6.75,22.5,2,3
886,LÊ THỊ MƠ,6.25,8.5,8.75,23.5,3,4
887,VŨ THỊ THANH TÌNH,9.25,8.5,6.75,24.5,3,4
888,NGUYỄN THU HẰNG,7.25,6.5,6.75,20.5,2,3
889,LÊ THỊ MINH ANH,8.25,8.5,9.75,26.5,3,4
890,NGUYỄN THỊ HẢI NINH,9.25,9.5,7.75,26.5,5,6
891,NGUYỄN QUỲNH TRANG,6.25,6.5,7.75,20.5,2,3
892,TRẦN HOÀNG YẾN LINH,8.25,7.5,9.75,25.5,3,4
893,NGUYỄN THÙY TRANG,8.25,9.5,7.75,25.5,4,5
894,PHƯƠNG TRÀ MY,9.25,9.5,9.75,28.5,5,6
895,LÊ THỊ LÂM HƯỜNG,6.25,8.5,7.75,22.5,1,2
896,NGUYỄN THÙY LINH,8.25,7.5,8.75,24.5,5,6
897,NGUYỄN THỊ QUỲNH ANH,8.25,7.5,6.75,22.5,2,3
898,NGUYỄN THỊ NGA,6.25,6.5,9.75,22.5,2,3
899,HỒ NGỌC SƠN,8.25,9.5,7.75,25.5,5,6
900,NGUYỄN THỊ LAM NGỌC,6.25,9.5,8.75,24.5,3,4
901,ĐOÀN THỊ NGỌC DUYÊN,6.25,7.5,7.75,21.5,3,4
902,NGUYỄN THU HIỀN,9.25,6.5,9.75,25.5,3,4
903,NGUYỄN THỊ TRÀ,9.25,8.5,7.75,25.5,3,4
904,TỐNG THỊ THANH HUYỀN,9.25,7.5,8.75,25.5,3,4
905,CHU CẨM TÚ,6.25,7.5,9.75,23.5,5,6
906,NGUYỄN NHẬT ANH,7.25,7.5,9.75,24.5,2,3
907,NGUYỄN THANH BÌNH,8.25,7.5,8.75,24.5,1,2
908,LÊ THỊ HÀ VI,9.25,8.5,9.75,27.5,2,3
909,NGUYỄN THỊ THU PHƯƠNG,8.25,7.5,8.75,24.5,3,4
910,NGUYỄN THÙY LINH,6.25,8.5,8.75,23.5,2,3
911,NGUYỄN THỊ THỦY,6.25,7.5,6.75,20.5,3,4
912,NGUYỄN LÊ THÙY LINH,7.25,7.5,8.75,23.5,3,4
913,TRẦN THỊ THU HƯƠNG,8.25,8.5,9.75,26.5,4,5
914,VŨ THU HẰNG,7.25,6.5,9.75,23.5,5,6
915,ĐÀO TRÀ MY,7.25,8.5,8.75,24.5,2,3
916,ĐỖ THU HÀ,9.25,7.5,9.75,26.5,5,6
917,NGUYỄN THÁI ANH THƯ,8.25,9.5,8.75,26.5,3,4
918,NGUYỄN THỊ VÂN ANH,8.25,6.5,6.75,21.5,4,5
919,ĐỖ MINH TRANG,8.25,6.5,8.75,23.5,3,4
920,HOÀNG THỊ BÍCH NGỌC,8.25,6.5,7.75,22.5,5,6
921,TRẦN THỊ LÝ,9.25,9.5,9.75,28.5,5,6
922,PHẠM NGỌC ANH,9.25,8.5,6.75,24.5,5,6
923,TRẦN THỊ THU HƯƠNG,6.25,9.5,8.75,24.5,1,2
924,NGUYỄN THỊ THÙY LINH,9.25,8.5,9.75,27.5,3,4
925,NGUYỄN VIỆT HÀ,6.25,7.5,7.75,21.5,1,2
926,LÊ THỊ THANH THẢO,6.25,7.5,9.75,23.5,2,3
927,NGUYỄN THỊ NGA,9.25,8.5,9.75,27.5,5,6
928,HOÀNG NGỌC HUY,9.25,9.5,6.75,25.5,3,4
929,NGUYỄN HOÀNG KIÊN,9.25,7.5,6.75,23.5,4,5
930,VŨ THỊ MỲ,7.25,9.5,8.75,25.5,5,6
931,NGUYỄN THỊ QUỲNH ANH,8.25,6.5,7.75,22.5,5,6
932,VŨ THỊ THÙY DUNG,9.25,8.5,6.75,24.5,3,4
933,NGUYỄN ANH THƯ,9.25,7.5,7.75,24.5,1,2
934,NGUYỄN DIỆU LINH,8.25,8.5,9.75,26.5,3,4
935,LÊ THỊ ĐIỂM,7.25,9.5,8.75,25.5,3,4
936,HOÀNG THỊ THANH LAM,8.25,9.5,8.75,26.5,5,6
937,NGUYỄN THI HOÀNG,8.25,9.5,8.75,26.5,3,4
938,NGUYỄN THỊ PHƯƠNG,7.25,7.5,9.75,24.5,5,6
939,TRẦN KHÁNH TÙNG,6.25,7.5,7.75,21.5,2,3
940,HÀ HỌC THÚY THẢO,6.25,6.5,8.75,21.5,2,3
941,NGUYỄN THỊ NGUYỆT,6.25,6.5,7.75,20.5,2,3
942,TRẦN THỊ HẠNH,9.25,7.5,9.75,26.5,2,3
943,NGUYỄN THỊ HÒA,8.25,6.5,8.75,23.5,2,3
944,NGÔ HƯƠNG GIANG,6.25,7.5,8.75,22.5,1,2
945,PHẠM THỊ TUỆ MINH,6.25,6.5,7.75,20.5,4,5
946,VŨ KHÁNH LINH,8.25,7.5,9.75,25.5,2,3
947,NGUYỄN THỊ BÍCH HỒNG,6.25,9.5,6.75,22.5,3,4
948,LÊ THỊ THU TRANG,6.25,8.5,7.75,22.5,5,6
949,ĐÀO TÙNG LINH,6.25,6.5,8.75,21.5,1,2
950,NGUYỄN NHẬT LINH,9.25,6.5,8.75,24.5,2,3
951,NGUYỄN THANH NGA,7.25,6.5,7.75,21.5,1,2
952,NGUYỄN THỊ TRANG,8.25,7.5,7.75,23.5,4,5
953,NGÔ THỊ TÚ HUYỀN,7.25,8.5,7.75,23.5,2,3
954,ĐẶNG THỊ HƯƠNG GIANG,7.25,6.5,9.75,23.5,5,6
955,PHAN ĐỨC THỊNH,8.25,7.5,9.75,25.5,3,4
956,LÊ ANH ĐỨC,8.25,9.5,8.75,26.5,4,5
957,VŨ THỊ NGUYỆT,6.25,8.5,8.75,23.5,2,3
958,VÕ THỊ HẰNG NGA,7.25,9.5,8.75,25.5,5,6
959,NGUYỄN TRƯỜNG AN,6.25,9.5,6.75,22.5,4,5
960,LÊ THÙY DUNG,8.25,7.5,9.75,25.5,1,2
961,TRẦN ANH QUÂN,6.25,6.5,9.75,22.5,1,2
962,LÊ TRÍ DŨNG,9.25,8.5,8.75,26.5,2,3
963,PHẠM HUY HOÀNG,9.25,7.5,8.75,25.5,1,2
964,LÊ HÀ THU,9.25,9.5,7.75,26.5,5,6
965,NGUYỄN VĨ MINH,6.25,9.5,9.75,25.5,2,3
966,LÊ THỊ VÂN ANH,7.25,6.5,6.75,20.5,4,5
967,PHẠM MINH TÚ,8.25,6.5,9.75,24.5,1,2
968,NGUYỄN LINH CHI,7.25,8.5,8.75,24.5,5,6
969,KHƯƠNG THỊ HƯƠNG,8.25,8.5,9.75,26.5,5,6
970,NGUYỄN THỊ THANH TÂM,7.25,8.5,7.75,23.5,1,2
971,PHẠM MINH HẰNG,7.25,8.5,8.75,24.5,1,2
972,NGUYỄN THI PHƯƠNG,6.25,6.5,8.75,21.5,1,2
973,VŨ SAN HỮU,6.25,7.5,9.75,23.5,5,6
974,BÙI LÊ TIẾN DŨNG,6.25,6.5,6.75,19.5,5,6
975,LÊ THỊ TRANG NHUNG,7.25,6.5,9.75,23.5,4,5
976,NGUYỄN THỊ THANH,7.25,8.5,9.75,25.5,2,3
977,VŨ HOÀNG LAN,9.25,7.5,6.75,23.5,2,3
978,TRẦN VIỆT HOÀNG,6.25,7.5,8.75,22.5,2,3
979,NGUYỄN ĐỨC ANH,7.25,8.5,8.75,24.5,1,2
980,LÊ THỊ MAI PHƯƠNG,7.25,8.5,8.75,24.5,4,5
981,NGUYỄN TÚ UYÊN,6.25,8.5,8.75,23.5,5,6
982,VŨ THỊ YẾN LINH,7.25,7.5,9.75,24.5,5,6
983,NGUYỄN THỊ NGỌC BÍCH,6.25,9.5,8.75,24.5,4,5
984,PHAN THỊ HUỆ,9.25,6.5,8.75,24.5,4,5
985,NGUYỄN XUÂN ĐỨC,8.25,9.5,8.75,26.5,4,5
986,NGUYỄN THỊ THÙY DƯƠNG,9.25,9.5,6.75,25.5,3,4
987,NGUYỄN THỊ SAO MAI,8.25,8.5,8.75,25.5,3,4
988,TRẦN THỊ THU THỦY,9.25,7.5,7.75,24.5,5,6
989,ĐOÀN HẢI NAM,6.25,6.5,8.75,21.5,4,5
990,PHAN THỊ PHƯƠNG THẢO,6.25,9.5,9.75,25.5,4,5
991,ĐOÀN HẢI YẾN,6.25,9.5,8.75,24.5,1,2
992,VŨ TRUNG KIÊN,7.25,7.5,9.75,24.5,2,3
993,NGUYỄN THỊ LAN,8.25,8.5,9.75,26.5,4,5
994,ĐẶNG HUY HOÀNG,8.25,7.5,6.75,22.5,4,5
995,NGUYỄN THỊ VIỆT TRINH,7.25,6.5,7.75,21.5,3,4
996,PHẠM THỊ HỒNG LUYÊN,9.25,8.5,9.75,27.5,3,4
997,VÕ THỊ NHUNG,7.25,8.5,9.75,25.5,4,5
998,PHẠM NGỌC MAI,6.25,8.5,6.75,21.5,4,5
999,NGUYỄN KHẮC NGHĨA,8.25,8.5,8.75,25.5,4,5
1000,HOÀNG THÙY LINH,9.25,9.5,7.75,26.5,2,3
1001,NGUYỄN THỊ PHƯƠNG,9.25,7.5,9.75,26.5,4,5
1002,HÀ HOÀNG LONG,6.25,7.5,6.75,20.5,3,4
1003,NGUYỄN THỊ NGỌC HÀ,9.25,8.5,6.75,24.5,1,2
1004,TRẦN THỊ HỒNG NGÁT,7.25,9.5,6.75,23.5,5,6
1005,TRẦN THỊ THƯƠNG,9.25,7.5,7.75,24.5,1,2
1006,NGUYỄN ĐỨC THẮNG,6.25,7.5,9.75,23.5,3,4
1007,NGUYỄN THỊ THƯƠNG,9.25,9.5,7.75,26.5,3,4
1008,NGUYỄN THU TRANG,9.25,6.5,7.75,23.5,5,6
1009,HOÀNG THỊ QUỲNH THƠ,8.25,6.5,9.75,24.5,2,3
1010,NGUYỄN THU HƯƠNG,9.25,8.5,8.75,26.5,3,4
1011,LÊ THỊ THANH HẰNG,6.25,6.5,9.75,22.5,2,3
1012,NGUYỄN THỊ VÂN ANH,7.25,6.5,7.75,21.5,1,2
1013,PHẠM THUỲ LINH,7.25,7.5,9.75,24.5,5,6
1014,NGUYỄN ÁNH TUYẾT,7.25,8.5,6.75,22.5,2,3
1015,PHẠM QUANG VŨ,8.25,6.5,7.75,22.5,5,6
1016,HOÀNG KIM THU,6.25,8.5,6.75,21.5,3,4
1017,VŨ THỊ VÂN ANH,6.25,7.5,9.75,23.5,5,6
1018,NGUYỄN TRỌNG QUYỀN,9.25,9.5,8.75,27.5,1,2
1019,HOÀNG THU TRANG,9.25,8.5,9.75,27.5,5,6
1020,LY SEO VẢNG,7.25,9.5,8.75,25.5,5,6
1021,LÊ THỊ NHUNG,8.25,6.5,6.75,21.5,5,6
1022,NGUYỄN THỊ YẾN,7.25,7.5,6.75,21.5,3,4
1023,ĐỖ THU HUYỀN,8.25,7.5,9.75,25.5,5,6
1024,NGUYỄN THỊ MẾN,9.25,8.5,6.75,24.5,4,5
1025,VŨ THỊ TUYẾT LINH,6.25,8.5,9.75,24.5,2,3
1026,NGUYỄN THANH HUYỀN,7.25,7.5,6.75,21.5,2,3
1027,VIÊN THỊ HIỀN,6.25,9.5,6.75,22.5,5,6
1028,LƯU THỊ GIANG,7.25,8.5,7.75,23.5,5,6
1029,VŨ THỊ VÂN ANH,7.25,6.5,7.75,21.5,2,3
1030,NGUYỄN THỊ HỒNG NHUNG,7.25,8.5,6.75,22.5,1,2
1031,PHẠM THU THỦY,9.25,8.5,9.75,27.5,2,3
1032,NGUYỄN THỊ HƯƠNG GIANG,9.25,9.5,9.75,28.5,5,6
1033,LÊ THỊ KIM OANH,6.25,8.5,8.75,23.5,4,5
1034,NGUYỄN THỊ THỦY,7.25,8.5,8.75,24.5,1,2
1035,TRẦN THỊ HỒNG THẮM,7.25,7.5,7.75,22.5,4,5
1036,LÊ THU THẢO,6.25,6.5,8.75,21.5,4,5
1037,LÊ MINH ĐỨC,7.25,6.5,9.75,23.5,5,6
1038,NGUYỄN VĂN VINH,8.25,6.5,6.75,21.5,5,6
1039,PHẠM THỊ THANH HẰNG,8.25,8.5,7.75,24.5,4,5
1040,HOÀNG THỊ THƠM,7.25,6.5,9.75,23.5,1,2
1041,PHÙNG BÁ LINH,7.25,8.5,9.75,25.5,5,6
1042,HOÀNG THỊ THÙY DƯƠNG,8.25,6.5,8.75,23.5,1,2
1043,HOÀNG THỊ THÚY HẠNH,8.25,6.5,8.75,23.5,2,3
1044,ĐẶNG THU HÀ,7.25,9.5,7.75,24.5,5,6
1045,NGUYỄN MINH HIẾU,8.25,8.5,7.75,24.5,5,6
1046,NGUYỄN THỊ THANH THƯ,7.25,9.5,7.75,24.5,2,3
1047,NGUYỄN THÀNH LUÂN,7.25,9.5,7.75,24.5,5,6
1048,NGÔ THỊ HƯƠNG,8.25,7.5,7.75,23.5,3,4
1049,VƯƠNG THỊ ANH THƯ,8.25,7.5,8.75,24.5,2,3
1050,TRẦN THỊ NGỌC ÁNH,8.25,7.5,8.75,24.5,2,3
1051,NGUYỄN THỊ TRANG NHUNG,6.25,7.5,7.75,21.5,2,3
1052,TRẦN THỊ THU TRANG,8.25,8.5,8.75,25.5,3,4
1053,LƯU THỊ THU THẢO,7.25,9.5,7.75,24.5,5,6
1054,ĐẶNG THIÊN HƯƠNG,9.25,7.5,7.75,24.5,3,4
1055,LÊ THỊ NGUYỆT,6.25,7.5,9.75,23.5,4,5
1056,CUNG THỊ HỒNG NHUNG,6.25,7.5,9.75,23.5,4,5
1057,NGUYỄN ĐÌNH THÀNH,6.25,6.5,6.75,19.5,2,3
1058,ĐÀM KHÁNH LINH,8.25,8.5,6.75,23.5,2,3
1059,NGÔ THỊ THU,6.25,8.5,7.75,22.5,3,4
1060,LÊ THỊ HUYỀN,6.25,8.5,8.75,23.5,5,6
1061,NGUYỄN ĐỨC MẠNH,6.25,7.5,7.75,21.5,5,6
1062,VŨ TRỌNG TÂN,7.25,6.5,8.75,22.5,1,2
1063,ĐOÀN HƯƠNG THẢO,7.25,8.5,7.75,23.5,2,3
1064,ĐÀM XUÂN VĂN,9.25,8.5,7.75,25.5,1,2
1065,ĐINH VĂN THẮNG,9.25,7.5,6.75,23.5,1,2
1066,LÊ NGỌC LY,8.25,9.5,7.75,25.5,2,3
1067,NGUYỄN THỊ VÂN,6.25,7.5,6.75,20.5,3,4
1068,PHẠM THỊ THÙY LINH,6.25,7.5,6.75,20.5,3,4
1069,TRIỆU THỊ NGA,6.25,9.5,6.75,22.5,5,6
1070,VŨ THỊ THU,8.25,7.5,6.75,22.5,3,4
1071,ĐỖ THỊ THÙY,6.25,6.5,7.75,20.5,4,5
1072,HỒ THỊ HẢI ĐÔNG,8.25,8.5,8.75,25.5,5,6
1073,NGÔ THỊ THÙY,8.25,9.5,6.75,24.5,2,3
1074,NGUYỄN THỊ THƯ,8.25,8.5,6.75,23.5,2,3
1075,PHAN VŨ HỒNG GIANG,6.25,8.5,8.75,23.5,5,6
1076,VŨ THỊ PHƯƠNG THẢO,8.25,8.5,6.75,23.5,3,4
1077,ĐÀM THANH TRÀ,8.25,8.5,7.75,24.5,3,4
1078,HÀ VĂN NGHĨA,8.25,8.5,6.75,23.5,2,3
